filename,time
test_avatar_0.jpg,12.898192644119263
test_avatar_1.jpg,11.52083683013916
test_avatar_10.jpg,11.52062201499939
test_avatar_11.jpg,11.650785446166992
test_avatar_12.jpg,11.457853078842163
test_avatar_13.jpg,11.771321535110474
test_avatar_14.jpg,11.657012939453125
test_avatar_15.jpg,11.825597524642944
test_avatar_16.jpg,11.400359869003296
test_avatar_17.jpg,11.464591979980469
test_avatar_18.jpg,11.453574180603027
test_avatar_19.jpg,11.64292287826538
test_avatar_2.jpg,11.96333360671997
test_avatar_20.jpg,12.015537977218628
test_avatar_21.jpg,12.16740870475769
test_avatar_22.jpg,12.63611912727356
test_avatar_23.jpg,12.686229228973389
test_avatar_24.jpg,11.965577125549316
test_avatar_25.jpg,12.120356798171997
test_avatar_26.jpg,11.847578287124634
test_avatar_27.jpg,11.933843612670898
test_avatar_28.jpg,11.66460394859314
test_avatar_29.jpg,11.619085311889648
test_avatar_3.jpg,11.729136943817139
test_avatar_30.jpg,11.851458072662354
test_avatar_31.jpg,11.834608793258667
test_avatar_32.jpg,12.089273691177368
test_avatar_33.jpg,12.119276523590088
test_avatar_34.jpg,11.923832178115845
test_avatar_35.jpg,11.73165512084961
test_avatar_36.jpg,11.883393287658691
test_avatar_37.jpg,12.123079776763916
test_avatar_38.jpg,12.026984691619873
test_avatar_39.jpg,12.043248176574707
test_avatar_4.jpg,11.920001983642578
test_avatar_5.jpg,12.160209655761719
test_avatar_6.jpg,12.381352424621582
test_avatar_7.jpg,12.236984729766846
test_avatar_8.jpg,11.822375774383545
test_avatar_9.jpg,11.949270963668823
